"nume","stele","tip_camera","suprafata_camera","numar_persoane","pret","moneda","mic_dejun_inclus","rambursabil","distanta","oras","data_checkin","data_checkout","zile_sejur","data_colectare"
"Avenue Parliament - Avenue Hotels",3,"
Cameră twin cu pat suplimentar
","40 m²",2,802,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Apartament cu 1 dormitor
","45 m²",2,819,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Apartament cu 1 dormitor
","45 m²",2,1031,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Apartament Deluxe
","65 m²",2,862,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Apartament Deluxe
","65 m²",2,1085,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Loft
","40 m²",2,958,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Avenue Parliament - Avenue Hotels",3,"
Loft
","40 m²",2,1206,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră dublă standard ATRIUM
","23 m²",2,1366,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră dublă standard ATRIUM
","23 m²",2,1499,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră dublă standard
","24 m²",2,1461,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră dublă standard
","24 m²",2,1594,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră twin standard
","23 m²",2,1461,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră twin standard
","23 m²",2,1594,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră Queen Deluxe
","28 m²",2,1841,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Cameră Queen Deluxe
","28 m²",2,1974,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Suită Junior
","31 m²",2,2163,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Europa Royale Bucharest",4,"
Suită 
","42 m²",2,2353,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Zava Boutique Hotel Central",3,"
Cameră twin Deluxe
","18 m²",2,593,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Zava Boutique Hotel Central",3,"
Cameră twin Deluxe
","18 m²",2,690,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Zava Boutique Hotel Central",3,"
Cameră dublă superioară
","22 m²",2,602,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Zava Boutique Hotel Central",3,"
Cameră dublă superioară
","22 m²",2,700,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Zava Boutique Hotel Central",3,"
Cameră triplă la demisol 
","30 m²",2,710,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră dublă Economy
","17 m²",2,488,"RON",FALSE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră dublă Economy
","17 m²",2,593,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră twin Economy
","18 m²",2,488,"RON",FALSE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră twin Economy
","18 m²",2,593,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră twin
","17 m²",2,507,"RON",FALSE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Cameră twin
","17 m²",2,612,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Romana",4,"
Apartament cu 2 dormitoare
","42 m²",2,861,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Pergola Boutique Hotel",4,"
Cameră deluxe
","20 m²",2,1319,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Pergola Boutique Hotel",4,"
Suită Deluxe cu balcon 
","51 m²",2,1821,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Pergola Boutique Hotel",4,"
Suită Deluxe cu terasă - ultimul etaj
","102 m²",2,2198,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă standard
","15 m²",2,533,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă standard
","15 m²",2,610,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă standard
","15 m²",2,868,"RON",TRUE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă standard
","15 m²",2,916,"RON",TRUE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă superioară
","20 m²",2,665,"RON",FALSE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă superioară
","20 m²",2,749,"RON",FALSE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă superioară
","20 m²",2,1007,"RON",TRUE,FALSE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Michelangelo",3,"
Cameră dublă superioară
","20 m²",2,1056,"RON",TRUE,TRUE,"la 1,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Cameră dublă Economy
","18 m²",2,457,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Cameră twin Economy
",NA,2,457,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Cameră dublă
","25 m²",2,535,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Cameră twin
","17 m²",2,535,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Cameră dublă sau twin
",NA,2,535,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Bucharest Downtown Inn",4,"
Suită de familie
","30 m²",2,663,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră Queen standard 
","22 m²",2,1084,"RON",FALSE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră Queen standard 
","22 m²",2,1227,"RON",TRUE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră twin standard
","22 m²",2,1084,"RON",FALSE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră twin standard
","22 m²",2,1227,"RON",TRUE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră Queen Executive
","32 m²",2,1154,"RON",FALSE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră Queen Executive
","32 m²",2,1297,"RON",TRUE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră twin Executive
","32 m²",2,1154,"RON",FALSE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Cameră twin Executive
","32 m²",2,1297,"RON",TRUE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Suită Junior
","32 m²",2,1574,"RON",FALSE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Crystal Palace Hotel",4,"
Suită Junior
","32 m²",2,1716,"RON",TRUE,TRUE,"la 5,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Athina Suites Hotel
",4,"
Cameră dublă cu balcon
","68 m²",2,690,"RON",FALSE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Athina Suites Hotel
",4,"
Cameră dublă cu balcon
","68 m²",2,790,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Athina Suites Hotel
",4,"
Cameră de familie cu balcon
","78 m²",2,1190,"RON",FALSE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Athina Suites Hotel
",4,"
Cameră de familie cu balcon
","78 m²",2,1290,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Hotel Les Jardins Carol
",4,"
Cameră dublă
",NA,2,502,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Hotel Les Jardins Carol
",4,"
Cameră dublă sau twin
",NA,2,502,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră dublă cu balcon
","24 m²",2,496,"RON",FALSE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră dublă cu balcon
","24 m²",2,603,"RON",TRUE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră twin cu balcon
","20 m²",2,496,"RON",FALSE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră twin cu balcon
","20 m²",2,603,"RON",TRUE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră dublă cu terasă
","25 m²",2,574,"RON",FALSE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Duke Armeneasca - Ex Tempo",3,"
Cameră dublă cu terasă
","25 m²",2,681,"RON",TRUE,TRUE,"la 0,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio King
","30 m²",2,456,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio
","30 m²",2,465,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio superior
","30 m²",2,486,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio Deluxe
","30 m²",2,486,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Apartament cu 1 dormitor
","48 m²",2,523,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio Queen
","35 m²",2,616,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Emil Balaban Luxury Apart-Hotel",3,"
Studio Queen Deluxe 
","35 m²",2,616,"RON",FALSE,FALSE,"la 1,7 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră Deluxe cu balcon
",NA,2,842,"RON",FALSE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră Deluxe cu balcon
",NA,2,888,"RON",TRUE,FALSE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră Deluxe cu balcon
",NA,2,935,"RON",TRUE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră superioară Premier 
",NA,2,842,"RON",FALSE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră superioară Premier 
",NA,2,888,"RON",TRUE,FALSE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră superioară Premier 
",NA,2,935,"RON",TRUE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră twin Premier
","16 m²",2,842,"RON",FALSE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră twin Premier
","16 m²",2,888,"RON",TRUE,FALSE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră twin Premier
","16 m²",2,935,"RON",TRUE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră King
","20 m²",2,842,"RON",FALSE,TRUE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Old Town Boutique Hotel",4,"
Cameră King
","20 m²",2,935,"RON",TRUE,FALSE,"la 400 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Tineretului - Formenerg",3,"
Cameră dublă
","18 m²",2,356,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Tineretului - Formenerg",3,"
Cameră twin
","18 m²",2,356,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Tineretului - Formenerg",3,"
Suită
","30 m²",2,544,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Ramada Parc Hotel
",4,"
Cameră superioară cu 1 pat queen-size
","22 m²",2,847,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Ramada Parc Hotel
",4,"
Cameră cu 2 paturi twin superioară
","22 m²",2,847,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Ramada Parc Hotel
",4,"
Cameră Business cu 1 pat queen-size și acces la spa
","22 m²",2,1351,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Ramada Parc Hotel
",4,"
Cameră Business cu 2 paturi twin şi acces la spa
","22 m²",2,1351,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Ramada Parc Hotel
",4,"
Suită cu 1 pat king-size, acces la spa și transfer gratuit la aeroport
","39 m²",2,1921,"RON",TRUE,TRUE,"la 5,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Vila Cornelia
",3,"
Cameră dublă
","18 m²",2,600,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Vila Cornelia
",3,"
Cameră Dublă Confort cu balcon
","25 m²",2,600,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Vila Cornelia
",3,"
Cameră twin
","18 m²",2,600,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Vila Cornelia
",3,"
Cameră de familie
","18 m²",2,680,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Vila Cornelia
",3,"
Cameră deluxe
","18 m²",2,680,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Hotel Sir Gara de Nord
",1,"
Cameră twin cu baie comună
",NA,2,270,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Hotel Sir Gara de Nord
",1,"
Cameră dublă cu baie privată
","15 m²",2,310,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Queen superioară 
","32 m²",2,1140,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Queen superioară 
","32 m²",2,1558,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră twin superioară
","32 m²",2,1140,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră twin superioară
","32 m²",2,1558,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră King superioară
","32 m²",2,1140,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră King superioară
","32 m²",2,1558,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Dublă Deluxe
","32 m²",2,1403,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Dublă Deluxe
","32 m²",2,1850,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Dublă Club
","32 m²",2,1578,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră Dublă Club
","32 m²",2,2045,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră King
","32 m²",2,1578,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Cameră King
","32 m²",2,2045,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Suită cu 1 dormitor
","64 m²",2,2454,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Grand Hotel Bucharest
",5,"
Suită cu 1 dormitor
","64 m²",2,3019,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră Deluxe cu un pat king-size
","35 m²",2,1445,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră Deluxe cu un pat king-size
","35 m²",2,1741,"RON",TRUE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră dublă Deluxe
","35 m²",2,1445,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră dublă Deluxe
","35 m²",2,1741,"RON",TRUE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră Superioară King Grand
","37 m²",2,1656,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră dublă superioară Grand
","37 m²",2,1656,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră Executive cu acces la Executive Lounge
","37 m²",2,1973,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră Grand Executive cu 1 pat king-size şi acces la Executive Lounge
","43 m²",2,2078,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Cameră dublă Grand Executive cu acces la Executive Lounge
","43 m²",2,2078,"RON",TRUE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Suită Executive cu acces la Executive Lounge
","60 m²",2,3028,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Suită Senator cu acces la Executive Lounge
","60 m²",2,3239,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"JW Marriott Bucharest Grand Hotel",5,"
Suită de familie cu 2 dormitoare și acces la Executive Lounge
","125 m²",2,5032,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Ambiance Hotel",3,"
Cameră dublă
","15 m²",2,491,"RON",FALSE,TRUE,"la 3,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Ambiance Hotel",3,"
Cameră dublă
","15 m²",2,604,"RON",TRUE,TRUE,"la 3,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Ambiance Hotel",3,"
Suită Junior
","25 m²",2,778,"RON",FALSE,TRUE,"la 3,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Ambiance Hotel",3,"
Suită Junior
","25 m²",2,890,"RON",TRUE,TRUE,"la 3,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Ambiance Hotel",3,"
Cameră Executive
","18 m²",2,839,"RON",TRUE,TRUE,"la 3,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă - Ofertă Specială
","24 m²",2,659,"RON",TRUE,FALSE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă - Ofertă Specială
","24 m²",2,799,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă superioară
","27 m²",2,944,"RON",TRUE,FALSE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă superioară
","27 m²",2,1346,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă standard
","22 m²",2,970,"RON",TRUE,FALSE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră dublă standard
","22 m²",2,1383,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră Business Executive
","30 m²",2,1012,"RON",TRUE,FALSE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Cameră Business Executive
","30 m²",2,1443,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Unique Bucharest",4,"
Suită Junior
","52 m²",2,1604,"RON",TRUE,TRUE,"la 1,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Parliament",4,"
Cameră twin Deluxe
","27 m²",2,789,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Parliament",4,"
Cameră twin Deluxe
","27 m²",2,858,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
